34
20
33
20
20
20
1
33
28
33
0
20
23
41
12
21
41
0
1
1
1
34
34
49
1
20
20
45
12
33
34
10
33
21
34
10
35
1
20
6
20
1
33
34
14
20
1
20
19
20
34
